username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
BarackObama;2018-11-21 10:57;40780;236354;"I am grateful for the next generation of leaders -- the young people who are tolerant, creative, idealistic and doing the work to create the world as it should be. Who understand that hope requires action. From the Obama family to yours, Happy Thanksgiving. https:// twitter.com/obamafoundatio n/status/1065309361906561025 …";;;;"1065318418470064128";https://twitter.com/BarackObama/status/1065318418470064128
